PPTYP,PPTYPT,PPGROUP,PPGROUPT,PAYPLAN,PAYPLANT,PPGRD
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-10
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-16
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VC,VC-CANTEEN SERVICE,VC-17
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VM,VM-MEDICAL AND DENTAL,VM-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VM,VM-MEDICAL AND DENTAL,VM-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VM,VM-MEDICAL AND DENTAL,VM-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VM,VM-MEDICAL AND DENTAL,VM-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VM,VM-MEDICAL AND DENTAL,VM-96
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VM,VM-MEDICAL AND DENTAL,VM-97
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-08
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-09
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-11
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VN,VN-NURSING,VN-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VP,VP-CLINICAL PODIATRISTS AND OPTOMETRISTS SCHEDULE,VP-12
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VP,VP-CLINICAL PODIATRISTS AND OPTOMETRISTS SCHEDULE,VP-13
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VP,VP-CLINICAL PODIATRISTS AND OPTOMETRISTS SCHEDULE,VP-14
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,VP,VP-CLINICAL PODIATRISTS AND OPTOMETRISTS SCHEDULE,VP-15
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZA,ZA-ADMINISTRATIVE,ZA-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZA,ZA-ADMINISTRATIVE,ZA-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZA,ZA-ADMINISTRATIVE,ZA-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZA,ZA-ADMINISTRATIVE,ZA-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZA,ZA-ADMINISTRATIVE,ZA-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZP,ZP-SCIENTIFIC AND ENGINEERING PROFESSIONAL,ZP-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZP,ZP-SCIENTIFIC AND ENGINEERING PROFESSIONAL,ZP-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZP,ZP-SCIENTIFIC AND ENGINEERING PROFESSIONAL,ZP-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZP,ZP-SCIENTIFIC AND ENGINEERING PROFESSIONAL,ZP-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZP,ZP-SCIENTIFIC AND ENGINEERING PROFESSIONAL,ZP-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZS,ZS-ADMINISTRATIVE SUPPORT,ZS-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZS,ZS-ADMINISTRATIVE SUPPORT,ZS-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZS,ZS-ADMINISTRATIVE SUPPORT,ZS-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZS,ZS-ADMINISTRATIVE SUPPORT,ZS-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZS,ZS-ADMINISTRATIVE SUPPORT,ZS-05
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZT,ZT-SCIENTIFIC AND ENGINEERING TECHNICIAN,ZT-01
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZT,ZT-SCIENTIFIC AND ENGINEERING TECHNICIAN,ZT-02
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZT,ZT-SCIENTIFIC AND ENGINEERING TECHNICIAN,ZT-03
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZT,ZT-SCIENTIFIC AND ENGINEERING TECHNICIAN,ZT-04
3,Other White Collar Pay Plans,32,Single Agency Pay Plans,ZT,ZT-SCIENTIFIC AND ENGINEERING TECHNICIAN,ZT-05
4,Unspecified or Not Applicable,41,Unspecified or Not Applicable,**,**-UNSPECIFIED,**-**
4,Unspecified or Not Applicable,41,Unspecified or Not Applicable,ZZ,ZZ-NONAPPLICABLE,ZZ-00
